system:index,Class,pc1,pc2,.geo
0000000000000000039e_0,2,-0.7012353146160698,-0.8273095956948829,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039f_0,2,-0.7104414191151913,-0.8450312180744124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a0_0,2,-0.7094016869049504,-0.8602445450808924,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a1_0,2,-0.7097518133064914,-0.8426921907307073,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a2_0,2,-0.7082145943581492,-0.8128302022515481,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a3_0,2,-0.7100765729196314,-0.8472988731855883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a4_0,2,-0.7103896807362841,-0.8433018484014663,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a5_0,2,-0.6932420744287895,-0.8551477611632194,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a6_0,2,-0.7000605227875615,-0.8169408711883255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7_0,2,-0.6420730492545639,-1.3746336567229318,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a8_0,2,-0.7095219162425997,-0.829481500406944,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a9_0,2,-0.7077502614144452,-0.8857918469112606,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003aa_0,2,-0.6807131708432664,-1.2621448854521966,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ab_0,2,-0.7068868752405018,-0.7061259318658119,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ac_0,2,-0.7093199402026991,-0.8449623633936505,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ad_0,2,-0.7097195793214263,-0.8552227989886719,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ae_0,2,-0.6999586229436466,-0.990811020326149,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af_0,2,-0.6974088050896616,-0.8942725383200011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b0_0,2,-0.7077579633731165,-0.7984259121503994,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b1_0,2,-0.7086077347238995,-0.872128072475828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b2_0,2,-0.707831513012328,-0.8119953977205501,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b3_0,2,-0.7043956964667971,-0.8823459741003195,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4_0,2,-0.7062371120495581,-0.8409855125892807,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b5_0,2,-0.6887423537924627,-0.14186580418067804,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b6_0,2,-0.7102550819681803,-0.8479561044339419,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b7_0,2,-0.7101508339228795,-0.8477603943109805,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8_0,2,-0.7087050853677245,-0.870776636823403,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9_0,2,-0.7101029880711747,-0.8452701029539594,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ba_0,2,-0.6906064174637719,0.05267912751967608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bb_0,2,-0.6921486511665179,-1.0260610526965783,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc_0,2,-0.7102787606187516,-0.8410296018500704,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bd_0,2,-0.7086305768587986,-0.8460861875838348,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be_0,2,-0.6919479929217749,0.020890079942168592,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf_0,2,-0.7098525421223087,-0.829698758319964,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0_0,2,-0.7053885519089487,-0.6996440281275634,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c1_0,2,-0.7101626657356279,-0.8487047703989699,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c2_0,2,-0.7082229343124271,-0.790578195931979,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c3_0,2,-0.7069636816440499,-0.8511802172097006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c4_0,2,-0.7095928876676114,-0.8288434826330056,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c5_0,2,-0.7094781716849189,-0.8581108572166009,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c6_0,2,-0.6832216006605278,-0.7319037440030735,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c7_0,2,-0.7061901138969467,-0.6614025977817017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c8_0,2,-0.6984372555281132,-1.011973936392561,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c9_0,2,-0.7098631669987762,-0.8517208659766196,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ca_0,2,-0.7100926037260342,-0.8500693477887772,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cb_0,2,-0.7101327083744314,-0.845196941614401,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cc_0,2,-0.6895050020082902,-1.1453077695434586,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cd_0,2,-0.7041710115000824,-0.8131611385484883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ce_0,2,-0.7088599580937633,-0.8638275891095264,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cf_0,2,-0.7085803684083583,-0.8555144199918048,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d0_0,2,-0.7089592298648366,-0.8669112796023938,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d1_0,2,-0.7104517323232592,-0.8448342638446,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d2_0,2,-0.709430588688026,-0.8589802230615845,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3_0,2,-0.7103163309912186,-0.8469562921974984,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d4_0,2,-0.7089153452584428,-0.8564347674790498,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d5_0,2,-0.7059640300417287,-0.8351422428245892,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d6_0,2,-0.7097506521407307,-0.8546706684073423,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7_0,2,-0.7074861241353015,-0.7276090753540627,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d8_0,2,-0.701063149935818,-0.9850870658809748,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d9_0,2,-0.7088442639468984,-0.8510587216251948,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003da_0,2,-0.7071786356408679,-0.8795814576882796,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003db_0,2,-0.709757840458932,-0.8341600688158746,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dc_0,2,-0.6990068314413287,-0.9960286834810929,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dd_0,2,-0.7072681742966066,-0.7360989162672291,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003de_0,2,-0.7101482667384733,-0.8424696363569302,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003df_0,2,-0.7005532487857018,-0.7591718637153724,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e0_0,2,-0.7071842652150055,-0.8920863236537291,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e1_0,2,-0.7092583176956725,-0.8544008078388627,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e2_0,2,-0.6955145180577332,-1.0641642939532368,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e3_0,2,-0.709868377438941,-0.8459336694063947,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e4_0,2,-0.7099758813235265,-0.8506606413609485,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e5_0,2,-0.708801613752592,-0.8535033112840001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e6_0,2,-0.7021320250677282,-0.944673197857603,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e7_0,2,-0.7091811961425054,-0.8503050094990349,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e8_0,2,-0.6984832997272861,-0.6410744623374437,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e9_0,2,-0.7104071930210528,-0.8455242083581933,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ea_0,2,-0.7039584311680284,-0.5690917393935078,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003eb_0,2,-0.708980423207614,-0.866517812031293,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ec_0,2,-0.6766004542627363,-0.3892384463283533,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ed_0,2,-0.7052659645769321,-0.9170313897087629,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ee_0,2,-0.7008506186285864,-0.9689133468701694,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef_0,2,-0.6812232404785715,-1.1071012437902397,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f0_0,2,-0.7103432926087418,-0.8457180077447936,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f1_0,2,-0.7104179696603495,-0.8448180727616287,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f2_0,2,-0.710174700060904,-0.8475577022846025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f3_0,2,-0.7095311250824563,-0.8585994196088191,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4_0,2,-0.6947533574954928,-1.0025585083805097,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5_0,2,-0.7067086243175303,-0.8532965634989982,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6_0,2,-0.7082331965935599,-0.8582175938129326,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f7_0,2,-0.7096617444512888,-0.8545762704304946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f8_0,2,-0.7080208144905669,-0.8828256436707367,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f9_0,2,-0.7097529766937573,-0.855117473790184,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fa_0,2,-0.7069616336755753,-0.8098274757450069,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb_0,2,-0.7081244074789022,-0.8807068535723651,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fc_0,2,-0.7088662361058647,-0.7969289612230015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fd_0,2,-0.700220165826014,-0.9998156827062341,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe_0,2,-0.7095001542781668,-0.858564424853956,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff_0,2,-0.7104069069139997,-0.8432122197830305,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000400_0,2,-0.7047550955420674,-0.9290419990961268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000401_0,2,-0.7103668985938334,-0.84624741188295,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000402_0,2,-0.7034884778527075,-0.8967781865182028,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403_0,2,-0.6215597393287122,-2.0248664831664267,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000404_0,2,-0.7103902156416678,-0.8456698450633765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405_0,2,-0.710370761551309,-0.8454390136167895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000406_0,2,-0.7007391191027077,-0.9907369707844416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000407_0,2,-0.7053548582613336,-0.9060041071987969,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408_0,2,-0.7058746884916849,-0.901880570645704,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000409_0,2,-0.7080147217258946,-0.87770265556223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040a_0,2,-0.6969505923731696,-1.0455601693226424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040b_0,2,-0.7048681972397054,-0.9275029176584221,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c_0,2,-0.7104705511712296,-0.8445749375697384,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040d_0,2,-0.7047390294653421,-0.9138362167289662,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040e_0,2,-0.7086510678789673,-0.8280204717619065,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040f_0,2,-0.7067495841977409,-0.7500099861747221,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000410_0,2,-0.7080353967086481,-0.8759835526033023,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000411_0,2,-0.7102049277411039,-0.8464741091198598,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000412_0,2,-0.7094948373634763,-0.8587186785212246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413_0,2,-0.7103351402072432,-0.8465016149735923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000414_0,2,-0.7100227519374112,-0.8513454462772533,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000415_0,2,-0.6806924814629645,-1.0508475110994882,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000416_0,2,-0.685967234196356,-1.0472176211434985,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000417_0,2,-0.7060415169506297,-0.9123036832062054,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000418_0,2,-0.7100547672935216,-0.8473362294613596,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000419_0,2,-0.6288814825443141,-1.9831537950135008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041a_0,2,-0.7079823605477573,-0.880046986251996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041b_0,2,-0.7093975138127998,-0.8502876468006558,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041c_0,2,-0.7100166250697918,-0.8448289120112022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041d_0,2,-0.7103641534956491,-0.846091569689848,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041e_0,2,-0.6900862150968103,-0.7963749927959674,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041f_0,2,-0.5867022537510236,-1.820920232571889,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000420_0,2,-0.7102990012014482,-0.8471211806176987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000421_0,2,-0.7058918199522737,-0.9053736387196438,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000422_0,2,-0.7077525539616,-0.8782410470682174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000423_0,2,-0.6222803107386158,-1.855998458095895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000424_0,2,-0.6882579434932918,-0.9355482326744785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000425_0,2,-0.6864907890526161,-1.00152069972715,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000426_0,2,-0.6916815626209009,-0.6406699700280577,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000427_0,2,-0.6989128959614803,-1.0193031567189652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000428_0,2,-0.7087130643202064,-0.8710408356528424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000429_0,2,-0.7008580594111208,-0.9315537323915974,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042a_0,2,-0.7086938609904807,-0.8647620931631561,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042b_0,2,-0.7094973604334487,-0.8559048488039638,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042c_0,2,-0.710149431328618,-0.849326658621578,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042d_0,2,-0.7012605004364568,-0.9859131140621311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042e_0,2,-0.6606407076682795,-1.2846824730662094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042f_0,2,-0.7070184771174192,-0.8891506501953479,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000430_0,2,-0.7063859847355602,-0.8885714131003942,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000431_0,2,-0.7090876196113308,-0.8636421106820067,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432_0,2,-0.7014643088132435,-0.9745026290303676,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000433_0,2,-0.7056304989802782,-0.8608332174514611,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000434_0,2,-0.7080076375572592,-0.8728919379488009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000435_0,2,-0.7094301049293213,-0.8598460231815281,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000436_0,2,-0.7036454665947102,-0.9239107629855416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437_0,2,-0.7038778331277853,-0.9083595378997892,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000438_0,2,-0.7014484977158065,-0.8733557559285409,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439_0,2,-0.6824710395626956,-1.1994864074360185,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a_0,2,-0.710032155338747,-0.8442699866364319,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b7_0,3,-0.7104598615550126,-0.8435132372306089,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8_0,3,-0.7099881454801311,-0.8219930289887872,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b9_0,3,-0.7104641990274433,-0.8443226572879757,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ba_0,3,-0.7104770130219101,-0.8444846941039664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bb_0,3,-0.7094430177186656,-0.8458032014053887,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bc_0,3,-0.7101749730160621,-0.8384995323034417,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bd_0,3,-0.7070637633724298,-0.8966307965068425,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004be_0,3,-0.7078842104318044,-0.8851661716720955,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bf_0,3,-0.710428878868171,-0.8448272685948183,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c0_0,3,-0.708199238382368,-0.8003261065872984,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c1_0,3,-0.7083719121095792,-0.7318840864449571,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c2_0,3,-0.7099560921618931,-0.8211300360888293,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c3_0,3,-0.7090439002143333,-0.7811056521409275,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c4_0,3,-0.7104310548529921,-0.8419763567282232,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c5_0,3,-0.7102572594379113,-0.8462319057369478,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c6_0,3,-0.7104676820728796,-0.844218632071735,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c7_0,3,-0.710458891903509,-0.8435858461821988,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c8_0,3,-0.7103086309954121,-0.8369364491362632,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c9_0,3,-0.7061467891994639,-0.8688000754105639,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ca_0,3,-0.7090118955287962,-0.8381937552720014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cb_0,3,-0.680258674035364,-1.279477455779752,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cc_0,3,-0.5326348173889837,-3.5889384121383605,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cd_0,3,-0.3458809046750916,3.6060539902612554,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ce_0,3,-0.5486719246196473,-3.3662482163706375,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cf_0,3,-0.6785327513978827,-1.326991816714263,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d0_0,3,-0.7060519409452258,-0.8335934915331917,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d1_0,3,-0.7103317580195531,-0.8429146678529406,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d2_0,3,-0.7101002496797474,-0.8499446255774934,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d3_0,3,-0.7103977198781413,-0.8448320214771969,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d4_0,3,-0.6983651728828373,-0.783095419496703,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d5_0,3,-0.6977719467279528,-0.9128583756548969,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d6_0,3,-0.7102065610144149,-0.8427465768027526,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d7_0,3,-0.7094094993304675,-0.8595418404739146,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d8_0,3,-0.7103095538825489,-0.839819064744069,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d9_0,3,-0.7096345211621498,-0.8541606062833359,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004da_0,3,-0.7100893345684851,-0.8484800253996093,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004db_0,3,-0.7087839096087472,-0.8493567457501275,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004dc_0,3,-0.7102657230869809,-0.8462894877198606,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004dd_0,3,-0.6716277661483053,-1.451690367085335,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004de_0,3,-0.7097959182756503,-0.8499782370126763,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004df_0,3,-0.7101905910852014,-0.8463877808781352,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e0_0,3,-0.7104484875675816,-0.8447670039220028,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e1_0,3,-0.6997714325146418,-0.4887346638398612,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e2_0,3,-0.6807280266572008,-1.2544816778286305,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e3_0,3,-0.6717866171800616,-1.4603967742609871,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e4_0,3,-0.6645290936028525,-1.3806930310677785,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e5_0,3,-0.6906339426117781,-1.1240598762432772,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e6_0,3,-0.7090571291082473,-0.865029091555869,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e7_0,3,-0.7084617413154574,-0.8764256757058416,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e8_0,3,-0.709512703957113,-0.8004147711407329,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e9_0,3,-0.7092771903362892,-0.8633795540981375,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ea_0,3,-0.7090936998081712,-0.8624963904588534,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004eb_0,3,-0.7104322586623687,-0.8423491759873144,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ec_0,3,-0.7090422571629624,-0.8532319085184005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ed_0,3,-0.7101892436569491,-0.8467595910395792,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ee_0,3,-0.7097642302100133,-0.8556028116324541,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ef_0,3,-0.7023165137330202,-0.9294476529158054,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f0_0,3,-0.7003144939417236,-0.9024881737032239,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f1_0,3,-0.7056380720564033,-0.9217281422221639,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f2_0,3,-0.7103405173015069,-0.8464082749878848,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f3_0,3,-0.7103763778864775,-0.8433615249257023,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f4_0,3,-0.7102564816996417,-0.8471481878244426,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f5_0,3,-0.7070001726373123,-0.8889676312562128,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f6_0,3,-0.7092961096326357,-0.8548428577153329,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f7_0,3,-0.710233632064906,-0.8454675251468775,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f8_0,3,-0.7103672107562501,-0.8457744863336945,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f9_0,3,-0.7103179641979503,-0.8469102102052293,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fa_0,3,-0.70775419730231,-0.8815048129664107,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fb_0,3,-0.7092274409067716,-0.8559667205600143,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fc_0,3,-0.7094474222709081,-0.8613373349463471,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fd_0,3,-0.7092371944211021,-0.8631110486432071,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fe_0,3,-0.710459822091646,-0.8442890292946936,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ff_0,3,-0.7100393597724854,-0.8250657855816238,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000500_0,3,-0.7050083540386144,-0.5826119985919347,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000501_0,3,-0.7102999536445297,-0.8461588676666176,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000502_0,3,-0.7096411238505169,-0.8556778978194411,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000503_0,3,-0.710318854841021,-0.8463293415949499,"{""type"":""MultiPoint"",""coordinates"":[]}"
